date,product_id,units_sold,price_sold
2025-07-02,97,17,1175.34
2025-07-02,98,15,2241.54
2025-07-02,99,5,3773.82
2025-07-02,100,1,4366.06
2025-07-01,1,6,2999.34
2025-07-01,2,3,4458.92
2025-07-01,3,13,2637.17
2025-07-01,4,2,4134.01
2025-07-01,5,7,3027.11
2025-07-01,6,0,4236.45
2025-07-01,7,1,4607.25
2025-07-01,8,0,5145.16
2025-07-01,9,5,3209.71
2025-07-01,10,4,4034.42
2025-07-01,11,14,1802.31
2025-07-01,12,11,2432.74
2025-07-01,13,11,1833.8
2025-07-01,14,9,2393.06
2025-07-01,15,5,3652.89
2025-07-01,16,8,3302.5
2025-07-01,17,22,654.19
2025-07-01,18,5,3169.96
2025-07-01,19,3,4156.3
2025-07-01,20,16,1066.2
2025-07-01,21,11,1931.99
2025-07-01,22,15,1897.09
2025-07-01,23,6,3732.5
2025-07-01,24,10,2783.55
2025-07-01,25,8,2503.49
2025-07-01,26,14,1453.8
2025-07-01,27,11,2217.34
2025-07-01,28,17,870.19
2025-07-01,29,21,1154.94
2025-07-01,30,12,1951.34
2025-07-01,31,2,3294.28
2025-07-01,32,8,2900.66
2025-07-01,33,4,4198.64
2025-07-01,34,14,1549.47
2025-07-01,35,0,3408.62
2025-07-01,36,4,4082.41
2025-07-01,37,18,744.34
2025-07-01,38,5,3106.98
2025-07-01,39,0,4483.37
2025-07-01,40,5,3702.59
2025-07-01,41,4,3549.76
2025-07-01,42,10,2381.29
2025-07-01,43,5,3818.38
2025-07-01,44,12,1803.45
2025-07-01,45,16,246.23
2025-07-01,46,15,1780.79
2025-07-01,47,1,4022.85
2025-07-01,48,3,4060.12
2025-07-01,49,0,4681.37
2025-07-01,50,8,2361.55
2025-07-01,51,8,3426.68
2025-07-01,52,12,2335.91
2025-07-01,53,19,252.86
2025-07-01,54,8,2968.94
2025-07-01,55,11,2209.04
2025-07-01,56,9,2180.09
2025-07-01,57,17,360.51
2025-07-01,58,8,3021.42
2025-07-01,59,16,597.26
2025-07-01,60,19,279.02
2025-07-01,61,0,4377.49
2025-07-01,62,16,773.75
2025-07-01,63,20,249.98
2025-07-01,64,17,887.66
2025-07-01,65,12,2605.67
2025-07-01,66,12,1375.36
2025-07-01,67,1,4661.76
2025-07-01,68,16,1392.85
2025-07-01,69,14,1571.65
2025-07-01,70,21,359.04
2025-07-01,71,2,3758.74
2025-07-01,72,8,2926.88
2025-07-01,73,9,2631.21
2025-07-01,74,11,2299.39
2025-07-01,75,9,2381.42
2025-07-01,76,14,2114.09
2025-07-01,77,12,2317.64
2025-07-01,78,5,4157.85
2025-07-01,79,6,3651.98
2025-07-01,80,3,3848.11
2025-07-01,81,18,868.11
2025-07-01,82,4,4494.31
2025-07-01,83,7,3390.2
2025-07-01,84,0,4883.53
2025-07-01,85,2,4008.87
2025-07-01,86,16,1057.32
2025-07-01,87,20,910.41
2025-07-01,88,23,360.73
2025-07-01,89,0,4393.85
2025-07-01,90,6,3589.0
2025-07-01,91,15,1021.95
2025-07-01,92,3,3475.23
2025-07-01,93,15,1663.86
2025-07-01,94,1,4634.62
2025-07-01,95,15,1328.73
2025-07-01,96,12,1970.32
2025-07-01,97,17,1096.02
2025-07-01,98,11,2266.92
2025-07-01,99,6,3945.65
2025-07-01,100,1,4158.53
2025-06-30,1,9,3206.02
2025-06-30,2,3,4512.38
2025-06-30,3,10,2659.36
2025-06-30,4,2,4381.62
2025-06-30,5,8,2841.96
2025-06-30,6,1,4488.18
2025-06-30,7,1,4530.54
2025-06-30,8,0,5144.5
2025-06-30,9,11,3277.57
2025-06-30,10,6,3937.29
2025-06-30,11,16,1834.1
2025-06-30,12,11,2471.96
2025-06-30,13,11,1949.21
2025-06-30,14,11,2417.67
2025-06-30,15,7,3623.06
2025-06-30,16,4,3533.64
2025-06-30,17,20,634.51
2025-06-30,18,7,3071.33
2025-06-30,19,5,4010.97
2025-06-30,20,19,997.87
2025-06-30,21,13,1961.22
2025-06-30,22,16,1737.56
2025-06-30,23,2,3693.96
2025-06-30,24,7,2739.32
2025-06-30,25,8,2562.2
2025-06-30,26,10,1457.67
2025-06-30,27,7,2338.97
2025-06-30,28,20,835.63
2025-06-30,29,18,1222.45
2025-06-30,30,12,1823.63
2025-06-30,31,10,3435.03
2025-06-30,32,8,2876.15
2025-06-30,33,6,4289.03
2025-06-30,34,18,1576.14
2025-06-30,35,4,3535.3
2025-06-30,36,4,4388.15
2025-06-30,37,20,733.87
2025-06-30,38,6,3124.57
2025-06-30,39,0,4779.06
2025-06-30,40,8,3403.62
2025-06-30,41,3,3650.19
2025-06-30,42,10,2405.85
2025-06-30,43,4,3933.26
2025-06-30,44,14,1871.15
2025-06-30,45,19,249.35
2025-06-30,46,14,1743.15
2025-06-30,47,5,4148.33
2025-06-30,48,0,3943.31
2025-06-30,49,0,4556.55
2025-06-30,50,9,2269.14
2025-06-30,51,6,3160.13
2025-06-30,52,12,2460.44
2025-06-30,53,22,249.87
2025-06-30,54,7,3146.02
2025-06-30,55,11,2085.42
2025-06-30,56,14,2240.18
2025-06-30,57,19,365.11
2025-06-30,58,7,3005.94
2025-06-30,59,20,596.21
2025-06-30,60,21,274.31
2025-06-30,61,3,4323.13
2025-06-30,62,16,794.27
2025-06-30,63,17,262.46
2025-06-30,64,15,827.52
2025-06-30,65,8,2635.9
2025-06-30,66,13,1419.9
2025-06-30,67,0,4754.98
2025-06-30,68,15,1313.91
2025-06-30,69,14,1609.88
2025-06-30,70,17,351.84
2025-06-30,71,5,3869.02
2025-06-30,72,9,2876.2
2025-06-30,73,9,2742.8
2025-06-30,74,9,2341.46
2025-06-30,75,8,2384.8
2025-06-30,76,12,2172.1
2025-06-30,77,11,2344.51
2025-06-30,78,3,4228.39
2025-06-30,79,4,3629.32
2025-06-30,80,4,3655.64
2025-06-30,81,19,920.17
