date,product_id,units_sold,price_sold
2025-07-07,72,16,1888
2025-07-07,73,16,4568
2025-07-07,74,1,4478
2025-07-07,75,1,1765
2025-07-07,76,4,4132
2025-07-07,77,0,4512
2025-07-07,78,0,368
2025-07-07,79,18,3188
2025-07-07,80,1,4752
2025-07-07,81,11,313
2025-07-07,82,5,1372
2025-07-07,83,3,902
2025-07-07,84,10,4525
2025-07-07,85,16,703
2025-07-07,86,5,2121
2025-07-07,87,4,1821
2025-07-07,88,19,637
2025-07-07,89,1,822
2025-07-07,90,5,512
2025-07-07,91,10,369
2025-07-07,92,15,3631
2025-07-07,93,15,4539
2025-07-07,94,0,3952
2025-07-07,95,8,452
2025-07-07,96,5,3456
2025-07-07,97,15,1729
2025-07-07,98,2,890
2025-07-07,99,19,1974
2025-07-07,100,3,699
2025-07-06,1,18,2819
2025-07-06,2,2,3340
2025-07-06,3,18,3353
2025-07-06,4,19,1058
2025-07-06,5,6,1617
2025-07-06,6,19,708
2025-07-06,7,8,240
2025-07-06,8,0,2394
2025-07-06,9,7,2894
2025-07-06,10,6,894
2025-07-06,11,17,787
2025-07-06,12,7,1806
2025-07-06,13,0,1583
2025-07-06,14,10,1874
2025-07-06,15,17,2121
2025-07-06,16,9,2443
2025-07-06,17,2,3034
2025-07-06,18,6,2591
2025-07-06,19,15,1902
2025-07-06,20,15,241
2025-07-06,21,19,4974
2025-07-06,22,16,3354
2025-07-06,23,1,1608
2025-07-06,24,0,234
2025-07-06,25,15,4490
2025-07-06,26,11,741
2025-07-06,27,4,1926
2025-07-06,28,4,3454
2025-07-06,29,8,2629
2025-07-06,30,8,4192
2025-07-06,31,2,4310
2025-07-06,32,18,553
2025-07-06,33,15,3118
2025-07-06,34,15,2034
2025-07-06,35,2,1818
2025-07-06,36,19,3251
2025-07-06,37,0,4809
2025-07-06,38,19,3102
2025-07-06,39,10,3807
2025-07-06,40,16,2080
2025-07-06,41,7,4446
2025-07-06,42,3,3474
2025-07-06,43,5,1474
2025-07-06,44,7,4959
2025-07-06,45,19,3355
2025-07-06,46,2,1862
2025-07-06,47,15,2401
2025-07-06,48,2,4006
2025-07-06,49,17,3860
2025-07-06,50,13,3148
2025-07-06,51,17,238
2025-07-06,52,1,720
2025-07-06,53,2,2727
2025-07-06,54,15,4648
2025-07-06,55,8,4944
2025-07-06,56,3,4542
2025-07-06,57,0,3294
2025-07-06,58,3,1687
2025-07-06,59,0,1452
2025-07-06,60,13,2749
2025-07-06,61,15,4291
2025-07-06,62,19,467
2025-07-06,63,7,1643
2025-07-06,64,6,2813
2025-07-06,65,2,901
2025-07-06,66,16,2245
2025-07-06,67,0,3438
2025-07-06,68,15,4965
2025-07-06,69,11,4677
2025-07-06,70,18,4986
2025-07-06,71,13,3648
2025-07-06,72,5,1888
2025-07-06,73,5,4568
2025-07-06,74,12,4478
2025-07-06,75,18,1765
2025-07-06,76,7,4132
2025-07-06,77,1,4512
2025-07-06,78,0,368
2025-07-06,79,14,3188
2025-07-06,80,0,4752
2025-07-06,81,4,313
2025-07-06,82,15,1372
2025-07-06,83,18,902
2025-07-06,84,3,4525
2025-07-06,85,2,703
2025-07-06,86,16,2121
2025-07-06,87,16,1821
2025-07-06,88,11,637
2025-07-06,89,13,822
2025-07-06,90,5,512
2025-07-06,91,2,369
2025-07-06,92,8,3631
2025-07-06,93,4,4539
2025-07-06,94,16,3952
2025-07-06,95,13,452
2025-07-06,96,2,3456
2025-07-06,97,0,1729
2025-07-06,98,19,890
2025-07-06,99,0,1974
2025-07-06,100,2,699
2025-07-05,1,17,2819
2025-07-05,2,9,3340
2025-07-05,3,2,3353
2025-07-05,4,7,1058
2025-07-05,5,13,1617
2025-07-05,6,17,708
2025-07-05,7,14,240
2025-07-05,8,1,2394
2025-07-05,9,9,2894
2025-07-05,10,1,894
2025-07-05,11,16,787
2025-07-05,12,7,1806
2025-07-05,13,0,1583
2025-07-05,14,8,1874
2025-07-05,15,10,2121
2025-07-05,16,15,2443
2025-07-05,17,6,3034
2025-07-05,18,9,2591
2025-07-05,19,2,1902
2025-07-05,20,17,241
2025-07-05,21,12,4974
2025-07-05,22,6,3354
2025-07-05,23,3,1608
2025-07-05,24,12,234
2025-07-05,25,19,4490
2025-07-05,26,0,741
2025-07-05,27,7,1926
2025-07-05,28,13,3454
2025-07-05,29,15,2629
2025-07-05,30,13,4192
2025-07-05,31,11,4310
2025-07-05,32,18,553
2025-07-05,33,14,3118
2025-07-05,34,1,2034
2025-07-05,35,1,1818
2025-07-05,36,18,3251
2025-07-05,37,16,4809
2025-07-05,38,19,3102
2025-07-05,39,9,3807
2025-07-05,40,5,2080
2025-07-05,41,14,4446
2025-07-05,42,10,3474
2025-07-05,43,4,1474
2025-07-05,44,0,4959
2025-07-05,45,7,3355
2025-07-05,46,11,1862
2025-07-05,47,11,2401
2025-07-05,48,4,4006
2025-07-05,49,6,3860
2025-07-05,50,3,3148
2025-07-05,51,5,238
2025-07-05,52,12,720
2025-07-05,53,19,2727
2025-07-05,54,14,4648
2025-07-05,55,2,4944
2025-07-05,56,7,4542
2025-07-05,57,19,3294
2025-07-05,58,15,1687
2025-07-05,59,12,1452
2025-07-05,60,17,2749
2025-07-05,61,9,4291
2025-07-05,62,18,467
2025-07-05,63,16,1643
2025-07-05,64,18,2813
2025-07-05,65,4,901
2025-07-05,66,8,2245
2025-07-05,67,11,3438
2025-07-05,68,0,4965
2025-07-05,69,0,4677
2025-07-05,70,14,4986
2025-07-05,71,1,3648
2025-07-05,72,15,1888
2025-07-05,73,7,4568
2025-07-05,74,12,4478
2025-07-05,75,0,1765
2025-07-05,76,15,4132
2025-07-05,77,6,4512
2025-07-05,78,4,368
2025-07-05,79,2,3188
2025-07-05,80,11,4752
2025-07-05,81,15,313
2025-07-05,82,18,1372
2025-07-05,83,4,902
2025-07-05,84,13,4525
2025-07-05,85,4,703
2025-07-05,86,14,2121
2025-07-05,87,16,1821
2025-07-05,88,13,637
2025-07-05,89,19,822
2025-07-05,90,4,512
2025-07-05,91,11,369
2025-07-05,92,15,3631
2025-07-05,93,15,4539
2025-07-05,94,6,3952
2025-07-05,95,3,452
2025-07-05,96,0,3456
2025-07-05,97,4,1729
2025-07-05,98,9,890
2025-07-05,99,4,1974
2025-07-05,100,3,699
2025-07-04,1,1,2819
2025-07-04,2,19,3340
2025-07-04,3,9,3353
2025-07-04,4,18,1058
2025-07-04,5,0,1617
2025-07-04,6,4,708
2025-07-04,7,12,240
2025-07-04,8,3,2394
2025-07-04,9,15,2894
2025-07-04,10,15,894
2025-07-04,11,1,787
2025-07-04,12,16,1806
2025-07-04,13,19,1583
2025-07-04,14,11,1874
2025-07-04,15,17,2121
2025-07-04,16,2,2443
2025-07-04,17,0,3034
2025-07-04,18,0,2591
2025-07-04,19,18,1902
2025-07-04,20,10,241
2025-07-04,21,4,4974
2025-07-04,22,11,3354
2025-07-04,23,2,1608
2025-07-04,24,0,234
2025-07-04,25,0,4490
2025-07-04,26,7,741
2025-07-04,27,9,1926
2025-07-04,28,10,3454
2025-07-04,29,11,2629
2025-07-04,30,12,4192
2025-07-04,31,11,4310
2025-07-04,32,13,553
2025-07-04,33,1,3118
2025-07-04,34,18,2034
2025-07-04,35,17,1818
2025-07-04,36,2,3251
2025-07-04,37,16,4809
2025-07-04,38,7,3102
2025-07-04,39,9,3807
2025-07-04,40,1,2080
2025-07-04,41,18,4446
2025-07-04,42,8,3474
2025-07-04,43,6,1474
2025-07-04,44,3,4959
2025-07-04,45,17,3355
2025-07-04,46,12,1862
2025-07-04,47,10,2401
2025-07-04,48,3,4006
2025-07-04,49,3,3860
2025-07-04,50,9,3148
2025-07-04,51,4,238
2025-07-04,52,8,720
2025-07-04,53,2,2727
2025-07-04,54,16,4648
2025-07-04,55,2,4944
2025-07-04,56,15,4542
2025-07-04,57,3,3294
2025-07-04,58,17,1687
2025-07-04,59,16,1452
2025-07-04,60,6,2749
2025-07-04,61,4,4291
2025-07-04,62,11,467
2025-07-04,63,16,1643
2025-07-04,64,12,2813
2025-07-04,65,2,901
2025-07-04,66,8,2245
2025-07-04,67,16,3438
2025-07-04,68,16,4965
2025-07-04,69,19,4677
2025-07-04,70,15,4986
2025-07-04,71,12,3648
2025-07-04,72,18,1888
2025-07-04,73,16,4568
2025-07-04,74,3,4478
2025-07-04,75,11,1765
2025-07-04,76,8,4132
2025-07-04,77,18,4512
2025-07-04,78,11,368
2025-07-04,79,8,3188
2025-07-04,80,6,4752
2025-07-04,81,13,313
2025-07-04,82,19,1372
2025-07-04,83,18,902
2025-07-04,84,14,4525
2025-07-04,85,15,703
2025-07-04,86,4,2121
2025-07-04,87,2,1821
2025-07-04,88,11,637
2025-07-04,89,19,822
2025-07-04,90,3,512
2025-07-04,91,15,369
2025-07-04,92,6,3631
2025-07-04,93,12,4539
2025-07-04,94,9,3952
2025-07-04,95,6,452
2025-07-04,96,13,3456
2025-07-04,97,4,1729
2025-07-04,98,2,890
2025-07-04,99,10,1974
2025-07-04,100,10,699
2025-07-03,1,17,2819
2025-07-03,2,14,3340
2025-07-03,3,11,3353
2025-07-03,4,8,1058
2025-07-03,5,9,1617
2025-07-03,6,11,708
2025-07-03,7,16,240
2025-07-03,8,5,2394
2025-07-03,9,6,2894
2025-07-03,10,13,894
2025-07-03,11,12,787
2025-07-03,12,7,1806
2025-07-03,13,9,1583
2025-07-03,14,8,1874
2025-07-03,15,17,2121
2025-07-03,16,1,2443
2025-07-03,17,4,3034
2025-07-03,18,4,2591
2025-07-03,19,5,1902
2025-07-03,20,18,241
2025-07-03,21,7,4974
2025-07-03,22,15,3354
2025-07-03,23,12,1608
2025-07-03,24,0,234
2025-07-03,25,19,4490
2025-07-03,26,16,741
2025-07-03,27,6,1926
2025-07-03,28,12,3454
2025-07-03,29,3,2629
2025-07-03,30,3,4192
2025-07-03,31,5,4310
2025-07-03,32,18,553
2025-07-03,33,11,3118
2025-07-03,34,6,2034
2025-07-03,35,9,1818
2025-07-03,36,18,3251
2025-07-03,37,6,4809
2025-07-03,38,2,3102
2025-07-03,39,12,3807
2025-07-03,40,12,2080
2025-07-03,41,17,4446
2025-07-03,42,19,3474
2025-07-03,43,7,1474
2025-07-03,44,8,4959
2025-07-03,45,6,3355
2025-07-03,46,0,1862
2025-07-03,47,2,2401
2025-07-03,48,12,4006
2025-07-03,49,16,3860
2025-07-03,50,0,3148
2025-07-03,51,5,238
2025-07-03,52,5,720
2025-07-03,53,11,2727
2025-07-03,54,12,4648
2025-07-03,55,12,4944
2025-07-03,56,14,4542
2025-07-03,57,15,3294
2025-07-03,58,10,1687
2025-07-03,59,4,1452
2025-07-03,60,3,2749
2025-07-03,61,2,4291
2025-07-03,62,18,467
2025-07-03,63,19,1643
2025-07-03,64,17,2813
2025-07-03,65,14,901
2025-07-03,66,8,2245
2025-07-03,67,16,3438
2025-07-03,68,13,4965
2025-07-03,69,14,4677
2025-07-03,70,0,4986
2025-07-03,71,2,3648
2025-07-03,72,15,1888
2025-07-03,73,10,4568
2025-07-03,74,11,4478
2025-07-03,75,9,1765
2025-07-03,76,15,4132
2025-07-03,77,7,4512
2025-07-03,78,5,368
2025-07-03,79,11,3188
2025-07-03,80,7,4752
2025-07-03,81,3,313
2025-07-03,82,7,1372
2025-07-03,83,17,902
2025-07-03,84,4,4525
2025-07-03,85,8,703
2025-07-03,86,3,2121
2025-07-03,87,16,1821
2025-07-03,88,8,637
2025-07-03,89,0,822
2025-07-03,90,19,512
2025-07-03,91,12,369
2025-07-03,92,15,3631
2025-07-03,93,12,4539
2025-07-03,94,13,3952
2025-07-03,95,2,452
2025-07-03,96,5,3456
2025-07-03,97,17,1729
2025-07-03,98,18,890
2025-07-03,99,4,1974
2025-07-03,100,14,699
2025-07-02,1,1,2819
2025-07-02,2,9,3340
2025-07-02,3,17,3353
2025-07-02,4,12,1058
2025-07-02,5,4,1617
2025-07-02,6,0,708
2025-07-02,7,0,240
2025-07-02,8,17,2394
2025-07-02,9,14,2894
2025-07-02,10,16,894
2025-07-02,11,10,787
2025-07-02,12,16,1806
2025-07-02,13,12,1583
2025-07-02,14,0,1874
2025-07-02,15,1,2121
2025-07-02,16,8,2443
2025-07-02,17,2,3034
2025-07-02,18,0,2591
2025-07-02,19,15,1902
2025-07-02,20,5,241
2025-07-02,21,16,4974
2025-07-02,22,4,3354
2025-07-02,23,4,1608
2025-07-02,24,5,234
2025-07-02,25,2,4490
2025-07-02,26,4,741
2025-07-02,27,4,1926
2025-07-02,28,9,3454
2025-07-02,29,9,2629
2025-07-02,30,18,4192
2025-07-02,31,16,4310
2025-07-02,32,13,553
2025-07-02,33,8,3118
2025-07-02,34,13,2034
2025-07-02,35,0,1818
2025-07-02,36,18,3251
2025-07-02,37,12,4809
2025-07-02,38,12,3102
2025-07-02,39,3,3807
2025-07-02,40,0,2080
2025-07-02,41,16,4446
2025-07-02,42,7,3474
2025-07-02,43,1,1474
2025-07-02,44,7,4959
2025-07-02,45,6,3355
2025-07-02,46,1,1862
2025-07-02,47,2,2401
2025-07-02,48,17,4006
2025-07-02,49,11,3860
2025-07-02,50,0,3148
2025-07-02,51,11,238
2025-07-02,52,4,720
2025-07-02,53,16,2727
2025-07-02,54,15,4648
2025-07-02,55,14,4944
2025-07-02,56,14,4542
2025-07-02,57,4,3294
2025-07-02,58,13,1687
2025-07-02,59,1,1452
2025-07-02,60,10,2749
2025-07-02,61,18,4291
2025-07-02,62,6,467
2025-07-02,63,5,1643
2025-07-02,64,1,2813
2025-07-02,65,5,901
2025-07-02,66,17,2245
2025-07-02,67,1,3438
2025-07-02,68,17,4965
2025-07-02,69,14,4677
2025-07-02,70,18,4986
2025-07-02,71,1,3648
2025-07-02,72,19,1888
2025-07-02,73,5,4568
2025-07-02,74,0,4478
2025-07-02,75,14,1765
2025-07-02,76,9,4132
2025-07-02,77,18,4512
2025-07-02,78,16,368
2025-07-02,79,4,3188
2025-07-02,80,3,4752
2025-07-02,81,9,313
2025-07-02,82,16,1372
2025-07-02,83,9,902
2025-07-02,84,16,4525
2025-07-02,85,19,703
2025-07-02,86,4,2121
2025-07-02,87,1,1821
2025-07-02,88,5,637
2025-07-02,89,1,822
2025-07-02,90,12,512
2025-07-02,91,10,369
2025-07-02,92,10,3631
2025-07-02,93,15,4539
2025-07-02,94,10,3952
2025-07-02,95,18,452
2025-07-02,96,14,3456
2025-07-02,97,15,1729
2025-07-02,98,10,890
2025-07-02,99,15,1974
2025-07-02,100,7,699
2025-07-01,1,3,2819
2025-07-01,2,7,3340
2025-07-01,3,3,3353
2025-07-01,4,2,1058
2025-07-01,5,2,1617
2025-07-01,6,17,708
2025-07-01,7,18,240
2025-07-01,8,18,2394
2025-07-01,9,4,2894
2025-07-01,10,17,894
2025-07-01,11,9,787
2025-07-01,12,5,1806
2025-07-01,13,0,1583
2025-07-01,14,4,1874
2025-07-01,15,8,2121
2025-07-01,16,11,2443
2025-07-01,17,13,3034
2025-07-01,18,1,2591
2025-07-01,19,16,1902
2025-07-01,20,13,241
2025-07-01,21,12,4974
2025-07-01,22,8,3354
2025-07-01,23,14,1608
2025-07-01,24,14,234
2025-07-01,25,10,4490
2025-07-01,26,15,741
2025-07-01,27,16,1926
2025-07-01,28,3,3454
2025-07-01,29,0,2629
2025-07-01,30,7,4192
2025-07-01,31,16,4310
2025-07-01,32,2,553
2025-07-01,33,19,3118
2025-07-01,34,14,2034
2025-07-01,35,14,1818
2025-07-01,36,13,3251
2025-07-01,37,13,4809
2025-07-01,38,1,3102
2025-07-01,39,12,3807
2025-07-01,40,13,2080
2025-07-01,41,18,4446
2025-07-01,42,6,3474
2025-07-01,43,2,1474
2025-07-01,44,14,4959
2025-07-01,45,13,3355
2025-07-01,46,10,1862
2025-07-01,47,14,2401
2025-07-01,48,12,4006
2025-07-01,49,17,3860
2025-07-01,50,5,3148
2025-07-01,51,2,238
2025-07-01,52,18,720
2025-07-01,53,14,2727
2025-07-01,54,4,4648
2025-07-01,55,9,4944
2025-07-01,56,6,4542
2025-07-01,57,16,3294
2025-07-01,58,6,1687
2025-07-01,59,11,1452
2025-07-01,60,16,2749
2025-07-01,61,12,4291
2025-07-01,62,19,467
2025-07-01,63,3,1643
2025-07-01,64,9,2813
2025-07-01,65,2,901
2025-07-01,66,8,2245
2025-07-01,67,12,3438
2025-07-01,68,17,4965
2025-07-01,69,14,4677
2025-07-01,70,3,4986
2025-07-01,71,14,3648
2025-07-01,72,1,1888
2025-07-01,73,14,4568
2025-07-01,74,7,4478
2025-07-01,75,7,1765
2025-07-01,76,16,4132
2025-07-01,77,11,4512
2025-07-01,78,18,368
2025-07-01,79,9,3188
2025-07-01,80,8,4752
2025-07-01,81,4,313
2025-07-01,82,5,1372
2025-07-01,83,19,902
2025-07-01,84,1,4525
2025-07-01,85,12,703
2025-07-01,86,5,2121
2025-07-01,87,4,1821
2025-07-01,88,0,637
2025-07-01,89,5,822
2025-07-01,90,5,512
2025-07-01,91,15,369
2025-07-01,92,3,3631
2025-07-01,93,10,4539
2025-07-01,94,8,3952
2025-07-01,95,2,452
2025-07-01,96,18,3456
2025-07-01,97,7,1729
2025-07-01,98,4,890
2025-07-01,99,3,1974
2025-07-01,100,5,699
2025-06-30,1,1,2819
2025-06-30,2,19,3340
2025-06-30,3,10,3353
2025-06-30,4,3,1058
2025-06-30,5,14,1617
2025-06-30,6,5,708
2025-06-30,7,16,240
2025-06-30,8,5,2394
2025-06-30,9,18,2894
2025-06-30,10,1,894
2025-06-30,11,14,787
2025-06-30,12,10,1806
2025-06-30,13,7,1583
2025-06-30,14,18,1874
2025-06-30,15,12,2121
2025-06-30,16,11,2443
2025-06-30,17,4,3034
2025-06-30,18,5,2591
2025-06-30,19,3,1902
2025-06-30,20,18,241
2025-06-30,21,19,4974
2025-06-30,22,0,3354
2025-06-30,23,19,1608
2025-06-30,24,16,234
2025-06-30,25,11,4490
2025-06-30,26,14,741
2025-06-30,27,0,1926
2025-06-30,28,13,3454
2025-06-30,29,5,2629
2025-06-30,30,4,4192
2025-06-30,31,10,4310
2025-06-30,32,3,553
2025-06-30,33,12,3118
2025-06-30,34,10,2034
2025-06-30,35,2,1818
2025-06-30,36,0,3251
2025-06-30,37,5,4809
2025-06-30,38,17,3102
2025-06-30,39,9,3807
2025-06-30,40,4,2080
2025-06-30,41,9,4446
2025-06-30,42,11,3474
2025-06-30,43,1,1474
2025-06-30,44,12,4959
2025-06-30,45,7,3355
2025-06-30,46,1,1862
2025-06-30,47,19,2401
2025-06-30,48,0,4006
2025-06-30,49,4,3860
2025-06-30,50,8,3148
2025-06-30,51,16,238
2025-06-30,52,8,720
2025-06-30,53,10,2727
2025-06-30,54,14,4648
2025-06-30,55,5,4944
2025-06-30,56,2,4542
2025-06-30,57,16,3294
2025-06-30,58,4,1687
2025-06-30,59,11,1452
2025-06-30,60,17,2749
2025-06-30,61,13,4291
2025-06-30,62,10,467
2025-06-30,63,8,1643
2025-06-30,64,1,2813
2025-06-30,65,11,901
2025-06-30,66,2,2245
2025-06-30,67,2,3438
2025-06-30,68,0,4965
2025-06-30,69,7,4677
2025-06-30,70,7,4986
2025-06-30,71,10,3648
2025-06-30,72,8,1888
2025-06-30,73,4,4568
2025-06-30,74,13,4478
2025-06-30,75,2,1765
2025-06-30,76,4,4132
2025-06-30,77,4,4512
2025-06-30,78,18,368
2025-06-30,79,13,3188
2025-06-30,80,3,4752
2025-06-30,81,12,313
2025-06-30,82,9,1372
2025-06-30,83,17,902
2025-06-30,84,7,4525
2025-06-30,85,7,703
2025-06-30,86,6,2121
2025-06-30,87,7,1821
2025-06-30,88,13,637
2025-06-30,89,18,822
2025-06-30,90,5,512
2025-06-30,91,0,369
2025-06-30,92,14,3631
2025-06-30,93,0,4539
2025-06-30,94,16,3952
2025-06-30,95,0,452
2025-06-30,96,14,3456
2025-06-30,97,1,1729
2025-06-30,98,13,890
2025-06-30,99,7,1974
2025-06-30,100,7,699
2025-06-29,1,18,2819
2025-06-29,2,6,3340
2025-06-29,3,18,3353
2025-06-29,4,5,1058
2025-06-29,5,5,1617
2025-06-29,6,2,708
2025-06-29,7,6,240
2025-06-29,8,18,2394
2025-06-29,9,7,2894
2025-06-29,10,9,894
2025-06-29,11,19,787
2025-06-29,12,14,1806
2025-06-29,13,14,1583
2025-06-29,14,0,1874
2025-06-29,15,19,2121
2025-06-29,16,6,2443
2025-06-29,17,3,3034
2025-06-29,18,5,2591
2025-06-29,19,0,1902
2025-06-29,20,4,241
2025-06-29,21,0,4974
2025-06-29,22,3,3354
2025-06-29,23,1,1608
2025-06-29,24,9,234
2025-06-29,25,4,4490
2025-06-29,26,9,741
2025-06-29,27,0,1926
2025-06-29,28,5,3454
2025-06-29,29,12,2629
2025-06-29,30,14,4192
2025-06-29,31,3,4310
2025-06-29,32,12,553
2025-06-29,33,19,3118
2025-06-29,34,14,2034
2025-06-29,35,7,1818
2025-06-29,36,4,3251
2025-06-29,37,14,4809
2025-06-29,38,3,3102
2025-06-29,39,11,3807
2025-06-29,40,12,2080
2025-06-29,41,1,4446
2025-06-29,42,18,3474
2025-06-29,43,18,1474
2025-06-29,44,3,4959
2025-06-29,45,3,3355
2025-06-29,46,10,1862
2025-06-29,47,4,2401
2025-06-29,48,19,4006
2025-06-29,49,10,3860
2025-06-29,50,9,3148
2025-06-29,51,7,238
2025-06-29,52,5,720
2025-06-29,53,5,2727
2025-06-29,54,7,4648
2025-06-29,55,14,4944
2025-06-29,56,13,4542
2025-06-29,57,10,3294
2025-06-29,58,11,1687
2025-06-29,59,12,1452
2025-06-29,60,7,2749
2025-06-29,61,17,4291
2025-06-29,62,0,467
2025-06-29,63,14,1643
2025-06-29,64,7,2813
2025-06-29,65,10,901
2025-06-29,66,11,2245
2025-06-29,67,11,3438
2025-06-29,68,3,4965
2025-06-29,69,15,4677
2025-06-29,70,3,4986
2025-06-29,71,4,3648
2025-06-29,72,4,1888
2025-06-29,73,7,4568
2025-06-29,74,9,4478
2025-06-29,75,16,1765
2025-06-29,76,8,4132
2025-06-29,77,18,4512
2025-06-29,78,13,368
2025-06-29,79,7,3188
2025-06-29,80,8,4752
2025-06-29,81,10,313
2025-06-29,82,0,1372
2025-06-29,83,13,902
2025-06-29,84,4,4525
2025-06-29,85,13,703
2025-06-29,86,3,2121
2025-06-29,87,0,1821
2025-06-29,88,18,637
2025-06-29,89,7,822
2025-06-29,90,14,512
2025-06-29,91,14,369
2025-06-29,92,8,3631
2025-06-29,93,8,4539
2025-06-29,94,9,3952
2025-06-29,95,19,452
2025-06-29,96,8,3456
2025-06-29,97,2,1729
2025-06-29,98,19,890
2025-06-29,99,10,1974
2025-06-29,100,5,699
2025-06-28,1,1,2819
2025-06-28,2,6,3340
2025-06-28,3,17,3353
2025-06-28,4,1,1058
2025-06-28,5,16,1617
2025-06-28,6,10,708
2025-06-28,7,11,240
2025-06-28,8,18,2394
2025-06-28,9,6,2894
2025-06-28,10,19,894
2025-06-28,11,5,787
2025-06-28,12,0,1806
2025-06-28,13,16,1583
2025-06-28,14,10,1874
2025-06-28,15,17,2121
2025-06-28,16,16,2443
2025-06-28,17,6,3034
2025-06-28,18,16,2591
2025-06-28,19,19,1902
2025-06-28,20,8,241
2025-06-28,21,16,4974
2025-06-28,22,19,3354
2025-06-28,23,7,1608
2025-06-28,24,16,234
2025-06-28,25,6,4490
2025-06-28,26,0,741
2025-06-28,27,12,1926
2025-06-28,28,18,3454
2025-06-28,29,18,2629
2025-06-28,30,16,4192
2025-06-28,31,12,4310
2025-06-28,32,15,553
2025-06-28,33,7,3118
2025-06-28,34,18,2034
2025-06-28,35,17,1818
2025-06-28,36,0,3251
2025-06-28,37,13,4809
2025-06-28,38,18,3102
2025-06-28,39,14,3807
2025-06-28,40,17,2080
2025-06-28,41,1,4446
2025-06-28,42,16,3474
2025-06-28,43,17,1474
2025-06-28,44,5,4959
2025-06-28,45,18,3355
2025-06-28,46,3,1862
2025-06-28,47,0,2401
2025-06-28,48,7,4006
2025-06-28,49,6,3860
2025-06-28,50,2,3148
2025-06-28,51,9,238
2025-06-28,52,9,720
2025-06-28,53,18,2727
2025-06-28,54,13,4648
2025-06-28,55,1,4944
2025-06-28,56,0,4542
2025-06-28,57,17,3294
2025-06-28,58,6,1687
2025-06-28,59,7,1452
2025-06-28,60,0,2749
2025-06-28,61,2,4291
2025-06-28,62,7,467
2025-06-28,63,14,1643
2025-06-28,64,4,2813
2025-06-28,65,2,901
2025-06-28,66,18,2245
2025-06-28,67,0,3438
2025-06-28,68,14,4965
2025-06-28,69,7,4677
2025-06-28,70,1,4986
2025-06-28,71,2,3648
2025-06-28,72,13,1888
2025-06-28,73,13,4568
2025-06-28,74,10,4478
2025-06-28,75,15,1765
2025-06-28,76,3,4132
2025-06-28,77,19,4512
2025-06-28,78,4,368
2025-06-28,79,13,3188
2025-06-28,80,15,4752
2025-06-28,81,17,313
2025-06-28,82,6,1372
2025-06-28,83,9,902
2025-06-28,84,6,4525
2025-06-28,85,0,703
2025-06-28,86,18,2121
2025-06-28,87,15,1821
2025-06-28,88,18,637
2025-06-28,89,3,822
2025-06-28,90,17,512
2025-06-28,91,1,369
2025-06-28,92,0,3631
2025-06-28,93,14,4539
2025-06-28,94,4,3952
2025-06-28,95,19,452
2025-06-28,96,10,3456
2025-06-28,97,9,1729
2025-06-28,98,1,890
2025-06-28,99,2,1974
2025-06-28,100,11,699
2025-06-27,1,19,2819
2025-06-27,2,4,3340
2025-06-27,3,4,3353
2025-06-27,4,5,1058
2025-06-27,5,8,1617
2025-06-27,6,1,708
2025-06-27,7,11,240
2025-06-27,8,2,2394
2025-06-27,9,19,2894
2025-06-27,10,11,894
2025-06-27,11,16,787
2025-06-27,12,9,1806
2025-06-27,13,13,1583
2025-06-27,14,16,1874
