date,product_id,units_sold,price_sold,product_name,category,base_price,stock_available,last_updated,day_of_week,is_weekend,price_deviation,days_since_stock_update,category_encoded,sales_velocity,stock_to_sales_ratio
2025-07-01,2,3,4458.92,Fitness Band #2,Wearables,3340,194,2025-07-07,1,0,0.3350059880239521,-6,9,2.3333333333333335,48.5
2025-07-02,2,4,4606.62,Fitness Band #2,Wearables,3340,194,2025-07-07,2,0,0.3792275449101796,-5,9,3.3333333333333335,38.8
2025-07-03,2,1,4461.33,Fitness Band #2,Wearables,3340,194,2025-07-07,3,0,0.33572754491017964,-4,9,2.6666666666666665,97.0
2025-07-04,2,3,4467.07,Fitness Band #2,Wearables,3340,194,2025-07-07,4,0,0.33744610778443107,-3,9,2.6666666666666665,48.5
2025-07-05,2,2,4280.57,Fitness Band #2,Wearables,3340,194,2025-07-07,5,1,0.28160778443113765,-2,9,2.0,64.66666666666667
2025-07-06,2,3,4662.02,Fitness Band #2,Wearables,3340,194,2025-07-07,6,1,0.39581437125748514,-1,9,2.6666666666666665,48.5
2025-07-07,2,2,4439.68,Fitness Band #2,Wearables,3340,194,2025-07-07,0,0,0.32924550898203603,0,9,2.3333333333333335,64.66666666666667
2025-07-08,2,3,4290.16,Fitness Band #2,Wearables,3340,194,2025-07-07,1,0,0.28447904191616763,1,9,2.6666666666666665,48.5
2025-06-09,3,10,2716.13,Laptop #3,Electronics,3353,247,2025-07-07,0,0,-0.18994035192365044,-28,3,10.0,22.454545454545453
2025-06-10,3,9,2863.63,Laptop #3,Electronics,3353,247,2025-07-07,1,0,-0.14594989561586635,-27,3,9.5,24.7
2025-06-11,3,10,2640.39,Laptop #3,Electronics,3353,247,2025-07-07,2,0,-0.21252907843722044,-26,3,9.666666666666666,22.454545454545453
2025-06-12,3,10,2805.82,Laptop #3,Electronics,3353,247,2025-07-07,3,0,-0.16319117208470021,-25,3,9.666666666666666,22.454545454545453
2025-06-13,3,7,2650.89,Laptop #3,Electronics,3353,247,2025-07-07,4,0,-0.2093975544288697,-24,3,9.0,30.875
2025-06-14,3,9,2824.32,Laptop #3,Electronics,3353,247,2025-07-07,5,1,-0.15767372502236798,-23,3,8.666666666666666,24.7
2025-06-15,3,9,2803.26,Laptop #3,Electronics,3353,247,2025-07-07,6,1,-0.1639546674619743,-22,3,8.333333333333334,24.7
2025-06-16,3,7,2757.71,Laptop #3,Electronics,3353,247,2025-07-07,0,0,-0.17753951685058156,-21,3,8.333333333333334,30.875
2025-06-17,3,11,2725.3,Laptop #3,Electronics,3353,247,2025-07-07,1,0,-0.1872054876230241,-20,3,9.0,20.583333333333332
2025-06-18,3,10,2792.8,Laptop #3,Electronics,3353,247,2025-07-07,2,0,-0.1670742618550551,-19,3,9.333333333333334,22.454545454545453
2025-06-19,3,8,2616.66,Laptop #3,Electronics,3353,247,2025-07-07,3,0,-0.2196063226960931,-18,3,9.666666666666666,27.444444444444443
2025-06-20,3,9,2681.66,Laptop #3,Electronics,3353,247,2025-07-07,4,0,-0.20022069788249333,-17,3,9.0,24.7
2025-06-21,3,8,2719.22,Laptop #3,Electronics,3353,247,2025-07-07,5,1,-0.18901878914405015,-16,3,8.333333333333334,27.444444444444443
2025-06-22,3,11,2822.04,Laptop #3,Electronics,3353,247,2025-07-07,6,1,-0.15835371309275276,-15,3,9.333333333333334,20.583333333333332
2025-06-23,3,11,2673.49,Laptop #3,Electronics,3353,247,2025-07-07,0,0,-0.20265732180137197,-14,3,10.0,20.583333333333332
2025-06-24,3,10,2639.55,Laptop #3,Electronics,3353,247,2025-07-07,1,0,-0.2127796003578884,-13,3,10.666666666666666,22.454545454545453
2025-06-25,3,7,2795.46,Laptop #3,Electronics,3353,247,2025-07-07,2,0,-0.1662809424396063,-12,3,9.333333333333334,30.875
2025-06-26,3,11,2631.55,Laptop #3,Electronics,3353,247,2025-07-07,3,0,-0.21516552341186992,-11,3,9.333333333333334,20.583333333333332
2025-06-27,3,6,2631.94,Laptop #3,Electronics,3353,247,2025-07-07,4,0,-0.21504920966298835,-10,3,8.0,35.285714285714285
2025-06-28,3,11,2726.52,Laptop #3,Electronics,3353,247,2025-07-07,5,1,-0.18684163435729198,-9,3,9.333333333333334,20.583333333333332
2025-06-29,3,11,2836.51,Laptop #3,Electronics,3353,247,2025-07-07,6,1,-0.15403817476886364,-8,3,9.333333333333334,20.583333333333332
2025-06-30,3,10,2659.36,Laptop #3,Electronics,3353,247,2025-07-07,0,0,-0.2068714583954667,-7,3,10.666666666666666,22.454545454545453
2025-07-01,3,13,2637.17,Laptop #3,Electronics,3353,247,2025-07-07,1,0,-0.21348941246644793,-6,3,11.333333333333334,17.642857142857142
2025-07-02,3,9,2667.17,Laptop #3,Electronics,3353,247,2025-07-07,2,0,-0.20454220101401727,-5,3,10.666666666666666,24.7
2025-07-03,3,11,2875.23,Laptop #3,Electronics,3353,247,2025-07-07,3,0,-0.1424903071875932,-4,3,11.0,20.583333333333332
2025-07-04,3,8,2789.61,Laptop #3,Electronics,3353,247,2025-07-07,4,0,-0.16802564867283026,-3,3,9.333333333333334,27.444444444444443
2025-07-05,3,8,2628.02,Laptop #3,Electronics,3353,247,2025-07-07,5,1,-0.2162183119594393,-2,3,9.0,27.444444444444443
2025-07-06,3,10,2630.88,Laptop #3,Electronics,3353,247,2025-07-07,6,1,-0.21536534446764088,-1,3,8.666666666666666,22.454545454545453
2025-07-07,3,7,2664.25,Laptop #3,Electronics,3353,247,2025-07-07,0,0,-0.20541306292872055,0,3,8.333333333333334,30.875
2025-07-08,3,10,2626.56,Laptop #3,Electronics,3353,247,2025-07-07,1,0,-0.21665374291679096,1,3,9.0,22.454545454545453
2025-06-09,4,4,4102.42,Backpack #4,Accessories,1058,159,2025-07-07,0,0,2.877523629489603,-28,0,4.0,31.8
2025-06-10,4,4,4180.45,Backpack #4,Accessories,1058,159,2025-07-07,1,0,2.951275992438563,-27,0,4.0,31.8
2025-06-11,4,4,4058.68,Backpack #4,Accessories,1058,159,2025-07-07,2,0,2.836181474480151,-26,0,4.0,31.8
2025-06-12,4,0,4023.45,Backpack #4,Accessories,1058,159,2025-07-07,3,0,2.8028827977315687,-25,0,2.6666666666666665,159.0
2025-06-13,4,5,4053.91,Backpack #4,Accessories,1058,159,2025-07-07,4,0,2.831672967863894,-24,0,3.0,26.5
2025-06-14,4,3,4139.09,Backpack #4,Accessories,1058,159,2025-07-07,5,1,2.9121833648393194,-23,0,2.6666666666666665,39.75
2025-06-15,4,0,3991.19,Backpack #4,Accessories,1058,159,2025-07-07,6,1,2.7723913043478263,-22,0,2.6666666666666665,159.0
2025-06-16,4,4,4076.99,Backpack #4,Accessories,1058,159,2025-07-07,0,0,2.853487712665406,-21,0,2.3333333333333335,31.8
2025-06-17,4,1,4368.14,Backpack #4,Accessories,1058,159,2025-07-07,1,0,3.128676748582231,-20,0,1.6666666666666667,79.5
2025-06-18,4,2,4406.62,Backpack #4,Accessories,1058,159,2025-07-07,2,0,3.165047258979206,-19,0,2.3333333333333335,53.0
2025-06-19,4,5,4043.59,Backpack #4,Accessories,1058,159,2025-07-07,3,0,2.821918714555766,-18,0,2.6666666666666665,26.5
2025-06-20,4,2,4167.1,Backpack #4,Accessories,1058,159,2025-07-07,4,0,2.9386578449905487,-17,0,3.0,53.0
2025-06-21,4,2,4335.4,Backpack #4,Accessories,1058,159,2025-07-07,5,1,3.097731568998109,-16,0,3.0,53.0
2025-06-22,4,3,4059.76,Backpack #4,Accessories,1058,159,2025-07-07,6,1,2.8372022684310023,-15,0,2.3333333333333335,39.75
2025-06-23,4,2,4378.15,Backpack #4,Accessories,1058,159,2025-07-07,0,0,3.1381379962192812,-14,0,2.3333333333333335,53.0
2025-06-24,4,0,4243.23,Backpack #4,Accessories,1058,159,2025-07-07,1,0,3.010614366729678,-13,0,1.6666666666666667,159.0
2025-06-25,4,4,4250.42,Backpack #4,Accessories,1058,159,2025-07-07,2,0,3.0174102079395086,-12,0,2.0,31.8
2025-06-26,4,2,4181.07,Backpack #4,Accessories,1058,159,2025-07-07,3,0,2.951862003780718,-11,0,2.0,53.0
2025-06-27,4,0,4015.81,Backpack #4,Accessories,1058,159,2025-07-07,4,0,2.7956616257088847,-10,0,2.0,159.0
2025-06-28,4,2,4287.85,Backpack #4,Accessories,1058,159,2025-07-07,5,1,3.052788279773157,-9,0,1.3333333333333333,53.0
2025-06-29,4,1,4392.99,Backpack #4,Accessories,1058,159,2025-07-07,6,1,3.152164461247637,-8,0,1.0,79.5
2025-06-30,4,2,4381.62,Backpack #4,Accessories,1058,159,2025-07-07,0,0,3.1414177693761816,-7,0,1.6666666666666667,53.0
2025-07-01,4,2,4134.01,Backpack #4,Accessories,1058,159,2025-07-07,1,0,2.907381852551985,-6,0,1.6666666666666667,53.0
2025-07-02,4,2,4012.07,Backpack #4,Accessories,1058,159,2025-07-07,2,0,2.792126654064272,-5,0,2.0,53.0
2025-07-03,4,0,4379.37,Backpack #4,Accessories,1058,159,2025-07-07,3,0,3.139291115311909,-4,0,1.3333333333333333,159.0
2025-07-04,4,5,3992.72,Backpack #4,Accessories,1058,159,2025-07-07,4,0,2.773837429111531,-3,0,2.3333333333333335,26.5
2025-07-05,4,4,4274.19,Backpack #4,Accessories,1058,159,2025-07-07,5,1,3.039877126654064,-2,0,3.0,31.8
2025-07-06,4,3,4207.7,Backpack #4,Accessories,1058,159,2025-07-07,6,1,2.97703213610586,-1,0,4.0,39.75
2025-07-07,4,6,3998.31,Backpack #4,Accessories,1058,159,2025-07-07,0,0,2.7791209829867674,0,0,4.333333333333333,22.714285714285715
2025-07-08,4,4,4285.35,Backpack #4,Accessories,1058,159,2025-07-07,1,0,3.0504253308128546,1,0,4.333333333333333,31.8
2025-06-09,5,9,2864.09,Tablet #5,Electronics,1617,253,2025-07-07,0,0,0.7712368583797156,-28,3,9.0,25.3
2025-06-10,5,6,3110.53,Tablet #5,Electronics,1617,253,2025-07-07,1,0,0.9236425479282624,-27,3,7.5,36.142857142857146
2025-06-11,5,13,2981.65,Tablet #5,Electronics,1617,253,2025-07-07,2,0,0.843939393939394,-26,3,9.333333333333334,18.071428571428573
2025-06-12,5,5,3122.31,Tablet #5,Electronics,1617,253,2025-07-07,3,0,0.9309276437847867,-25,3,8.0,42.166666666666664
2025-06-13,5,11,3032.63,Tablet #5,Electronics,1617,253,2025-07-07,4,0,0.8754669140383426,-24,3,9.666666666666666,21.083333333333332
2025-06-14,5,7,3033.76,Tablet #5,Electronics,1617,253,2025-07-07,5,1,0.876165739022882,-23,3,7.666666666666667,31.625
2025-06-15,5,7,3035.09,Tablet #5,Electronics,1617,253,2025-07-07,6,1,0.8769882498453928,-22,3,8.333333333333334,31.625
2025-06-16,5,10,2841.46,Tablet #5,Electronics,1617,253,2025-07-07,0,0,0.7572418058132344,-21,3,8.0,23.0
2025-06-17,5,7,2975.9,Tablet #5,Electronics,1617,253,2025-07-07,1,0,0.8403834260977119,-20,3,8.0,31.625
2025-06-18,5,9,3043.56,Tablet #5,Electronics,1617,253,2025-07-07,2,0,0.882226345083488,-19,3,8.666666666666666,25.3
2025-06-19,5,5,2960.09,Tablet #5,Electronics,1617,253,2025-07-07,3,0,0.8306060606060607,-18,3,7.0,42.166666666666664
2025-06-20,5,7,2992.34,Tablet #5,Electronics,1617,253,2025-07-07,4,0,0.8505504019789735,-17,3,7.0,31.625
2025-06-21,5,6,2841.58,Tablet #5,Electronics,1617,253,2025-07-07,5,1,0.7573160173160173,-16,3,6.0,36.142857142857146
2025-06-22,5,7,2838.17,Tablet #5,Electronics,1617,253,2025-07-07,6,1,0.7552071737786024,-15,3,6.666666666666667,31.625
2025-06-23,5,5,2930.92,Tablet #5,Electronics,1617,253,2025-07-07,0,0,0.8125664811379097,-14,3,6.0,42.166666666666664
2025-06-24,5,8,2902.17,Tablet #5,Electronics,1617,253,2025-07-07,1,0,0.7947866419294991,-13,3,6.666666666666667,28.11111111111111
2025-06-25,5,8,2999.37,Tablet #5,Electronics,1617,253,2025-07-07,2,0,0.8548979591836734,-12,3,7.0,28.11111111111111
2025-06-26,5,7,2991.87,Tablet #5,Electronics,1617,253,2025-07-07,3,0,0.8502597402597402,-11,3,7.666666666666667,31.625
2025-06-27,5,8,2932.98,Tablet #5,Electronics,1617,253,2025-07-07,4,0,0.8138404452690167,-10,3,7.666666666666667,28.11111111111111
2025-06-28,5,10,3010.13,Tablet #5,Electronics,1617,253,2025-07-07,5,1,0.861552257266543,-9,3,8.333333333333334,23.0
2025-06-29,5,5,2889.78,Tablet #5,Electronics,1617,253,2025-07-07,6,1,0.7871243042671615,-8,3,7.666666666666667,42.166666666666664
2025-06-30,5,8,2841.96,Tablet #5,Electronics,1617,253,2025-07-07,0,0,0.7575510204081632,-7,3,7.666666666666667,28.11111111111111
2025-07-01,5,7,3027.11,Tablet #5,Electronics,1617,253,2025-07-07,1,0,0.8720531849103278,-6,3,6.666666666666667,31.625
2025-07-02,5,8,2987.28,Tablet #5,Electronics,1617,253,2025-07-07,2,0,0.8474211502782932,-5,3,7.666666666666667,28.11111111111111
2025-07-03,5,9,2859.63,Tablet #5,Electronics,1617,253,2025-07-07,3,0,0.76847866419295,-4,3,8.0,25.3
2025-07-04,5,12,2869.86,Tablet #5,Electronics,1617,253,2025-07-07,4,0,0.7748051948051948,-3,3,9.666666666666666,19.46153846153846
2025-07-05,5,6,3055.5,Tablet #5,Electronics,1617,253,2025-07-07,5,1,0.8896103896103896,-2,3,9.0,36.142857142857146
2025-07-06,5,7,3016.53,Tablet #5,Electronics,1617,253,2025-07-07,6,1,0.8655102040816328,-1,3,8.333333333333334,31.625
2025-07-07,5,8,3021.32,Tablet #5,Electronics,1617,253,2025-07-07,0,0,0.8684724799010515,0,3,7.0,28.11111111111111
2025-07-08,5,7,2835.23,Tablet #5,Electronics,1617,253,2025-07-07,1,0,0.7533889919604205,1,3,7.333333333333333,31.625
2025-06-09,6,2,4424.81,VR Headset #6,Wearables,708,77,2025-07-07,0,0,5.24973163841808,-28,9,2.0,25.666666666666668
2025-06-10,6,2,4373.96,VR Headset #6,Wearables,708,77,2025-07-07,1,0,5.177909604519774,-27,9,2.0,25.666666666666668
2025-06-11,6,1,4584.83,VR Headset #6,Wearables,708,77,2025-07-07,2,0,5.475748587570622,-26,9,1.6666666666666667,38.5
2025-06-12,6,4,4426.66,VR Headset #6,Wearables,708,77,2025-07-07,3,0,5.252344632768361,-25,9,2.3333333333333335,15.4
2025-06-13,6,3,4305.37,VR Headset #6,Wearables,708,77,2025-07-07,4,0,5.0810310734463275,-24,9,2.6666666666666665,19.25
2025-06-14,6,1,4477.47,VR Headset #6,Wearables,708,77,2025-07-07,5,1,5.324110169491526,-23,9,2.6666666666666665,38.5
2025-06-15,6,2,4331.17,VR Headset #6,Wearables,708,77,2025-07-07,6,1,5.117471751412429,-22,9,2.0,25.666666666666668
2025-06-16,6,0,4546.1,VR Headset #6,Wearables,708,77,2025-07-07,0,0,5.4210451977401135,-21,9,1.0,77.0
2025-06-17,6,1,4588.0,VR Headset #6,Wearables,708,77,2025-07-07,1,0,5.480225988700565,-20,9,1.0,38.5
2025-06-18,6,2,4191.15,VR Headset #6,Wearables,708,77,2025-07-07,2,0,4.919703389830508,-19,9,1.0,25.666666666666668
2025-06-19,6,6,4193.5,VR Headset #6,Wearables,708,77,2025-07-07,3,0,4.923022598870056,-18,9,3.0,11.0
2025-06-20,6,0,4460.9,VR Headset #6,Wearables,708,77,2025-07-07,4,0,5.300706214689265,-17,9,2.6666666666666665,77.0
2025-06-21,6,1,4555.49,VR Headset #6,Wearables,708,77,2025-07-07,5,1,5.434307909604519,-16,9,2.3333333333333335,38.5
2025-06-22,6,0,4393.64,VR Headset #6,Wearables,708,77,2025-07-07,6,1,5.205706214689266,-15,9,0.3333333333333333,77.0
2025-06-23,6,1,4606.53,VR Headset #6,Wearables,708,77,2025-07-07,0,0,5.506398305084746,-14,9,0.6666666666666666,38.5
2025-06-24,6,1,4272.34,VR Headset #6,Wearables,708,77,2025-07-07,1,0,5.034378531073447,-13,9,0.6666666666666666,38.5
2025-06-25,6,1,4295.79,VR Headset #6,Wearables,708,77,2025-07-07,2,0,5.0675,-12,9,1.0,38.5
2025-06-26,6,2,4242.3,VR Headset #6,Wearables,708,77,2025-07-07,3,0,4.991949152542373,-11,9,1.3333333333333333,25.666666666666668
2025-06-27,6,1,4585.49,VR Headset #6,Wearables,708,77,2025-07-07,4,0,5.476680790960452,-10,9,1.3333333333333333,38.5
2025-06-28,6,0,4588.73,VR Headset #6,Wearables,708,77,2025-07-07,5,1,5.481257062146892,-9,9,1.0,77.0
2025-06-29,6,2,4517.53,VR Headset #6,Wearables,708,77,2025-07-07,6,1,5.38069209039548,-8,9,1.0,25.666666666666668
2025-06-30,6,1,4488.18,VR Headset #6,Wearables,708,77,2025-07-07,0,0,5.339237288135593,-7,9,1.0,38.5
2025-07-01,6,0,4236.45,VR Headset #6,Wearables,708,77,2025-07-07,1,0,4.983686440677966,-6,9,1.0,77.0
2025-07-02,6,0,4579.43,VR Headset #6,Wearables,708,77,2025-07-07,2,0,5.4681214689265545,-5,9,0.3333333333333333,77.0
2025-07-03,6,4,4199.32,VR Headset #6,Wearables,708,77,2025-07-07,3,0,4.931242937853107,-4,9,1.3333333333333333,15.4
2025-07-04,6,5,4461.43,VR Headset #6,Wearables,708,77,2025-07-07,4,0,5.3014548022598875,-3,9,3.0,12.833333333333334
2025-07-05,6,7,4350.31,VR Headset #6,Wearables,708,77,2025-07-07,5,1,5.144505649717515,-2,9,5.333333333333333,9.625
2025-07-06,6,5,4444.99,VR Headset #6,Wearables,708,77,2025-07-07,6,1,5.278234463276836,-1,9,5.666666666666667,12.833333333333334
2025-07-07,6,3,4593.81,VR Headset #6,Wearables,708,77,2025-07-07,0,0,5.488432203389831,0,9,5.0,19.25
2025-07-08,6,2,4250.05,VR Headset #6,Wearables,708,77,2025-07-07,1,0,5.002895480225989,1,9,3.3333333333333335,25.666666666666668
2025-06-09,7,0,4405.7,Wall Decor #7,Home,240,470,2025-07-07,0,0,17.357083333333332,-28,6,0.0,470.0
2025-06-10,7,0,4276.94,Wall Decor #7,Home,240,470,2025-07-07,1,0,16.82058333333333,-27,6,0.0,470.0
2025-06-11,7,1,4426.03,Wall Decor #7,Home,240,470,2025-07-07,2,0,17.441791666666667,-26,6,0.3333333333333333,235.0
2025-06-12,7,0,4219.52,Wall Decor #7,Home,240,470,2025-07-07,3,0,16.581333333333337,-25,6,0.3333333333333333,470.0
2025-06-13,7,3,4368.15,Wall Decor #7,Home,240,470,2025-07-07,4,0,17.200625,-24,6,1.3333333333333333,117.5
2025-06-14,7,0,4175.77,Wall Decor #7,Home,240,470,2025-07-07,5,1,16.39904166666667,-23,6,1.0,470.0
2025-06-15,7,1,4601.34,Wall Decor #7,Home,240,470,2025-07-07,6,1,18.172250000000002,-22,6,1.3333333333333333,235.0
2025-06-16,7,3,4464.3,Wall Decor #7,Home,240,470,2025-07-07,0,0,17.60125,-21,6,1.3333333333333333,117.5
2025-06-17,7,1,4197.9,Wall Decor #7,Home,240,470,2025-07-07,1,0,16.491249999999997,-20,6,1.6666666666666667,235.0
2025-06-18,7,2,4272.92,Wall Decor #7,Home,240,470,2025-07-07,2,0,16.803833333333333,-19,6,2.0,156.66666666666666
2025-06-19,7,1,4434.67,Wall Decor #7,Home,240,470,2025-07-07,3,0,17.47779166666667,-18,6,1.3333333333333333,235.0
2025-06-20,7,4,4595.31,Wall Decor #7,Home,240,470,2025-07-07,4,0,18.147125000000003,-17,6,2.3333333333333335,94.0
2025-06-21,7,2,4416.05,Wall Decor #7,Home,240,470,2025-07-07,5,1,17.400208333333335,-16,6,2.3333333333333335,156.66666666666666
2025-06-22,7,2,4441.55,Wall Decor #7,Home,240,470,2025-07-07,6,1,17.506458333333335,-15,6,2.6666666666666665,156.66666666666666
2025-06-23,7,3,4602.26,Wall Decor #7,Home,240,470,2025-07-07,0,0,18.176083333333334,-14,6,2.3333333333333335,117.5
